main_headline,classification,year
THE WAR IN MISSOURI.; A REBEL FORCE THREATENING ATHENS.,1,1861
A Charge of Murder.,1,1861
"THE NINETEENTH MASSACHUSETTS REGIMENT, ETC.",1,1861
WHY THE SOUTHERN ARMY DON'T MOVE FORWARD.,1,1861
AUSTRIA.,1,1861
Murder by Indians.,1,1861
MARRIED.,1,1861
Philadelphia Stock Board.,1,1861
"HON. S.R. CURTIS, OF IOWA.",1,1861
A Nuisance to be Abated.,1,1861
QUESTION OF BELLIGERENT RIGHTS.; A Legal Investigation of the Entire Subject.,1,1861
Markets by Telegraph.,1,1861
ARREST OF A REBEL.,1,1861
ENGLAND INTERESTED WITH THE NORTH.,1,1861
BAGS FOR COTTON.,1,1861
WHY THE NATIONAL TROOPS FLED AT BULL RUN.,1,1861
THE RIOTS IN CONNECTICUT.,1,1861
Another Defeat.,1,1861
THE BLOCKADE NOT TO BE BROKEN UP.,1,1861
Cricket.,1,1861
United States Passports.,1,1861
THE NORTH IN WANT OF A CRY.,1,1861
Movements of Mr. Seward.,1,1861
Boston Weekly Bank Statement.,1,1861
Passengers Arrived.,1,1861
Markets by Telegraph.,1,1861
Fugitive Freemen.,1,1861
NAVEL AND MILITARY MOVEMENTS.,1,1861
Amusements this Evening.,1,1861
VACANCIES AT WEST POINT.,1,1861
A Dangerous Ally.,1,1861
NOW FOR THE TELEGRAPH.,1,1861
Arrest of a Noted Slave-trader.,1,1861
S0UTHERN I EMS VIA LOUISVILLE.,1,1861
ASSAULT UPON HON. JOHN P. HALE.,1,1861
Vivid Picture of the Rebellion,1,1861
ADVANTAGES OF THE BRITISH CONSTITU- TION.,1,1861
DEPARTURE OF THE CHASSEURS.,1,1861
GEN. DIX AND THE CARRICK'S FORD PRISONERS.,1,1861
DIED.,1,1861
BROOKLYN NEWS.,1,1861
Trade Rivalries in England.,1,1861
The Public Debt Important Review.,1,1861
Cabinet Matters.,1,1861
GENERAL CITY NEWS.,1,1861
Philadelphia Stock Board.,1,1861
Arrival of the Teutonia off Cape Race.,1,1861
FATAL ACCIDENT ON THE HUDSON.,1,1861
Gen. Rosecrans.,1,1861
Amusements this Evening.,1,1861
"UNION MEETING AT SLOATSBURGH, N.Y.",1,1861
MARRIED.,1,1861
FUNERAL CEREMONIES IN HONOR OF GEN. LYON.,1,1861
J.C. BRECKINRIDGE.,1,1861
The Rebellion in Missouri.,1,1861
"UNION MEETING AT STILLWATER, N.Y.",1,1861
Markets by Telegraph.,1,1861
J.C. BRECKINRIDGE.,1,1861
Passengers Sailed.,1,1861
English Recognition of the South.,1,1861
Navigation of the Canals.,1,1861
NEWS OF THE DAY.,1,1861
GEN. LYON'S REMAINSEN ROUTE FOR THE EAST.,1,1861
FROM FORTRESS MONROE.; DISPOSAL OF THE FLAGS OF TRUCE EXCHANGE OF PRISONERS DESTINATION OF THE NAVAL EXPEDITION.,1,1861
Lying as a Profession.,1,1861
Mrs. Lincoln en route for Niagara Falls.,1,1861
A Union Camp in Kentucky.,1,1861
APPLIES FOR DIVORCE.,1,1861
THE ROYAL MAIL STEAMSHIP PERSIA. The,1,1861
MORE SEIZURES OF THE NEW-YORK DAILY NEWS.,1,1861
SOUTHERN FINANCES.,1,1861
"Fire at Freeport, Ill.",1,1861
DELEGATES TO THE DEMOCRATIC STATE CONVENTION.,1,1861
Military Examinations.,1,1861
A FRANK CONFESSION.,1,1861
ANOTHER PRIVATEER.,1,1861
"MORE MASSACHUSETTS TROOPSEN ROUTE FOR THE SEAT OF WAR, &c.",1,1861
A Poor Excuse.,1,1861
LAUNCH OF ANOTHER GUN-BOAT,1,1861
Politics in Pennsylvania.,1,1861
Mails Close at the Post-office.,1,1861
MISCELLANEOUS WASHINGTON NEWS.,1,1861
SEN ATOR MASON'S PROPERTY.,1,1861
Passengers Arrived.,1,1861
A PIRATE OFF CAPE ANN.,1,1861
SOUTHERN ITEMS VIA LOUISVILLE.,1,1861
Passengers Sailed.,1,1861
Movements of Ocean Steamers.,1,1861
NAVAL OPERATIONS.,1,1861
REPORTS FROM THE REBELS.,1,1861
DELEGATES TO THE DEMOCRATIC STATE CONVENTION.,1,1861
THE NEW-YORK SEVENTEENTH.,1,1861
Cricket.; ALL MASSACHUSETTS VS. NEW-YORK.,1,1861
BEAUTIFUL CUP FOR THE WOODLAWN,1,1861
Details of the Fight in the Kanawha Valley.; The Rebels Outnumber the Nationals Ten to One. THE REBEL COLORS CAPTURED. RUMORED ADVANCE OF BEW McCULLOCH. The Expedition from fortress Monroe Net an Offensive One. REPORTED SKIRMISHES NEAR WASHINGTON. Telegraphic Communication with the Rebels Cut Off. BRISK MOVEMENTS OF TROOPS. MORE PRISONERS FOR FORT LAFAYETTE. Gen. Lyon's Remains En Route for the East. Reported Skirmish at Ball's Cross Roads-Bailey's Cross Roads and the ChainBridge.,1,1861
ANOTHER PRIVATEER.,1,1861
TAKING DOWN SECESSION FLAGS IN CONNECTICUT.,1,1861
Foreign Ports.,1,1861
MORE RESIGNATIONS.; FOUR RESIGNED OFFICERS OF THE FRIGATE CONGRESS IN ROUTE TO FORT LAFAYETTE.,1,1861
YANKEES AND WEISKY AS CONTRABAND ARTI,1,1861
CLES.,1,1861
GEN. McCLELLAN'S ANCESTRY.,1,1861
THE ACCIDENT TO THE ETNA.,1,1861
SENATOR MASON'S PROPERTY.,1,1861
DIED.,1,1861
SENATOR WILSON'S REGIMENT.,1,1861
Foreign Ports.,1,1861
Markets by Telegraph.,1,1861
KENTUCKY LEGISLATURE. This body meets,1,1861
SUSPICIOUS VERY.,1,1861
SUSPICIOUS-VERY.,1,1861
Arrival of a British War Steamer.,1,1861
Decisions.; SUPREME COURT SPECIAL TERM.,1,1861
SOLDIERS' RATIONS. Some errors have acci,1,1861
Departure of Ocean Mails.,1,1861
THE NEW-YORK SEVENTEENTH.,1,1861
TRANSACTIONS OF THE REBEL CONGRESS.,1,1861
OPENING OF PUBLIC SCHOOLS IN HUDSON CITY.,1,1861
Passengers Arrived.,1,1861
A GRAVE CHARGE.,1,1861
NON-PAYMENT OF SOLDIERS. The complaints.,1,1861
NEW-JERSEY TROOPS EN ROUTE.,1,1861
NOT SECESSION.,1,1861
A SHOUT OF EXULTATION.,1,1861
DISCOURAGING FROM NEW-MEXICO.,1,1861
A ROCKET BRIGADE.,1,1861
NEW-JERSEY TROOPS EN ROUTE.,1,1861
The New Oath of Allegiance.,1,1861
Arrivals in the City.,1,1861
Volunteer Soldiers.,1,1861
A ROCKET BRIGADE.,1,1861
Amusements this Evening.,1,1861
The Beginnings of Slavery.,1,1861
A SECESSIONIST PROBABLY.,1,1861
THE REMAINS OF GEN. LYON.,1,1861
Decisions.; SUPREME COURT CHAMBERS.,1,1861
THE STEVENS BATTERY. Congress seems to,1,1861
NEW-YORK TROOPS EN ROUTE.,1,1861
MARRIED.,1,1861
DIED.,1,1861
CHANGES IN THE CABINET TENURE OF OFFICE.,1,1861
ANOTHER CANDIDATE FOR FORT LAFAETTE.,1,1861
THE AMERICAN CALL FOR MONEY.,1,1861
Obituary.,1,1861
FROM GEN. BANKS' COLUMN.; RUMORS OF ADVANCING REBELS. CONDITION OF GEN. BANKS' DIVISION THE TRAITORS STEALING LOCOMOTIVES.,1,1861
OUR POLITICAL SYSTEM UNDER DISCUSSION.,1,1861
THE ARMY IN WESTERN VIRGINIA.,1,1861
A SMALL AFFAIRS Would it not be worth,1,1861
"REPUBLICAN CONVENTION AT WILKESBARRE, PA.",1,1861
Passengers Arrived.,1,1861
AMERICAN LOYALTY AT THE ANTIPODES.,1,1861
DOUBTFUL LOYALTY. A Cincinnati paper,1,1861
IMPORTANT ARRESTS IN MARYLAND.,1,1861
WENDELL PHILLIPS AGAIN. We copy from,1,1861
PROSPECTS OF A BATTLE.,1,1861
From Cape Race.,1,1861
LAUNCH OF THE TUSCARORA.,1,1861
"HON. MR. NELSON, OF TENNESSEE. Much con",1,1861
MAIL FOR FLORIDA FORTS.,1,1861
MARTIAL LAW IN NASHVILLE.,1,1861
Departure of Ocean Mails.,1,1861
THE SKIRMISHES IN VIRGINIA.; THE REBELS DRIVEN BACK. A YANKEE TRICK PLAYED UPON THEM LITTLE OR NO BLOODSHED.,1,1861
Movements of Ocean Steamers.,1,1861
Arrivals in the City.,1,1861
GEN. DIX'S COMMAND.; REPORTED ARREST OF COL. STROHIER.,1,1861
EFFECT OF THE WAR ON COMMERCE.,1,1861
CLEARANCES TO MATAMORAS STOPPED.,1,1861
MILITARY AFFAIRS IN MASSACHUSETTS.,1,1861
From Belize.; MERCANTILE INTELLIGENCE.,1,1861
Mails Close at the Post-office.,1,1861
NAVAL AND MILITARY MOVEMENTS.,1,1861
LATEST COMMERCIAL INTELLIGENCE VIA QUEENSTOWN.,1,1861
A STARTLING CHANGE.,1,1861
Markets by Telegraph.,1,1861
LATEST REPORTS FROM MISSOURI.; FUTILE ATTEMPT TO BLOW UP A TRAIN FIFTEEN HUNDRED REBELS REPORTED AT SPRING CREEK.,1,1861
Regulars and Volunteers.,1,1861
GENERAL MARKETS.,1,1861
THE NEW-JERSEY FIFTH REGIMENT.,1,1861
FROM FORTRESS MONROE.,1,1861
ANOTHER ARREST FOR TREASON.,1,1861
A PLEA THAT WOULD NOT AVAIL.,1,1861
THE KNIGHTS OF THE GOLDEN CIRCLE.,1,1861
Ohio Wool Crop.,1,1861
Philadelphia Stock Board.,1,1861
DOINGS OF THE NAVY DEPARTMENT.,1,1861
RUNNING THE BLOCKADE.,1,1861
QUALITY OF FOOD FOR THE ARMY. There is,1,1861
MISCELLANEOUS WASHINGTON NEWS.,1,1861
LORD BROUGHAM ALLUDES TO THE SUBJECT.,1,1861
New-Jersey.,1,1861
To Subscribers.,1,1861
THE PRIVATEER FIREFLY STORY.,1,1861
A REBEL KILLED BY A WOMAN.,1,1861
CENTRAL PARK.--,1,1861
THE TRAITORS IN NIAGARA COUNTY.,1,1861
Rebel Clutches on Kentucky.,1,1861
AFFAIRS IN NEW-MEXICO.; THE SURRENDER OF NATIONAL TROOPS--ARREST OF TRAITORS--EFFORTS OF COL. CANBY--FORT STANTON BURNED.,1,1861
LAW REPORTS.; Decisions.,1,1861
FROM THE SEAT OF WAR IN VIRGINIA.,1,1861
HON. JOSEPH HOLT.--,1,1861
WHO FOUGHT THE BATTLE?,1,1861
Large Fire in Boston.,1,1861
A COMPARISON AND A FALLACY.--,1,1861
Obituary 2 -- No Title,1,1861
The Irish Brigade.,1,1861
BROOKLYN MILITARY MATTERS.,1,1861
ANOTHER FEMALE REBEL.,1,1861
The Principles at Stake.,1,1861
A Two-Sided Philanthropy.,1,1861
A NOTE FROM REV. DR. OSGOOD.,1,1861
GUNS FOR KENTUCKY.,1,1861
THE BATTLE IN MISSOURI.,1,1861
Affairs at Washington.,1,1861
A Recusant Unionist.,1,1861
MILITARY AND NAVAL MOVEMENTS.,1,1861
MISCELLANEOUS WASHINGTON NEWS.; THE EAST INDIA SQUADRON COMING HOME--SECESSION BRIBES TO SOUTHERN OFFICERS IN THE NAVY--LIST VOLUNTEER OFFICERS INTHE NAVY APPOINTED--NEW REGULATIONS CONCERNING LAND WARRANTS.,1,1861
Obituary 3 -- No Title,1,1861
PRICES TO SUIT THE TIMES.--,1,1861
ARKANSAS TROOPS IN THE FIELD.,1,1861
THE SITUATION.,1,1861
RICHMOND PRICE CURRENT.,1,1861
HOW A NORTHERN REBEL LOST A FORTUNE.,1,1861
FROM FORT PICKENS.,1,1861
A.R. BOTELER.,1,1861
Obituary 1 -- No Title,1,1861
THE BLOCKADE OF GALVESTON.,1,1861
