main_headline,classification,year
Article 3 -- No Title,1,1900
Front Page 12 -- No Title,1,1900
Front Page 8 -- No Title,1,1900
Storm and Seiche in Michigan.,1,1900
Siam Wants American Rifles.,1,1900
Front Page 3 -- No Title,1,1900
Omar at New Tasks.,1,1900
"SUNDAY SCHOOL LESSON.; Notes of the International Series Se- lection for Sept. 2, 1900.",1,1900
Front Page 5 -- No Title,1,1900
NOTES OF INSURANCE INTERESTS.,1,1900
CONDITION OF NICARAGUA.; President Zelaya Says the Country's Finances Are Improved.,1,1900
DEATH LIST OF A DAY.,1,1900
HOME INTERESTS FIRST.,1,1900
THE NEWS OF NEWPORT.,1,1900
Racing at Saratoga.,1,1900
Thomas J. Clark a Bankrupt.,1,1900
F.H. Benedict Buys an Estate.,1,1900
"Mechanic's Lien for $190,395.",1,1900
ADMINISTRATION IS WORRIED.; Cabinet Discusses Gen. Linevitch's Re- ported Statement and Other Alarm- ing News from China.,1,1900
Columns of the Oxford English Dictionary.,1,1900
Front Page 11 -- No Title,1,1900
Drowned in His Bathtub.,1,1900
"CHIEF DEVERY DENOUNCED; Dr. Hamilton Williams Repeats Charges in Stronger Terms. SAYS HE INSPIRED RACE RIOT Croker, Mayor Van Wyck, and Carroll Attacked at a Meeting of the Pequod Club.",1,1900
King's Chapel's Three-Foot Wall.,1,1900
THE DESPOILING OF PEKING.,1,1900
ENEMY NEAR TUNG-CHOW.,1,1900
Harness Racing Results.,1,1900
BOSTON STOCK MARKET.,1,1900
American Glassware Sells in Brazil.,1,1900
BULLION AND MINING.,1,1900
Schamadan's Slayer Caught.,1,1900
Rousseau and Mme. d'Epinay.,1,1900
Increase In Indianapolis.,1,1900
Article 14 -- No Title,1,1900
WHO IS ODELL?,1,1900
New York Woman Dies in Saratoga,1,1900
"NAIL IN BRAIN, YET LIVED.; Physician Declares Insanity Saved Would-Be Suicide's Life.",1,1900
Found His Wife Dead.,1,1900
"""The Flower of the Flock.""",1,1900
A Delicate Astronomical Instrument.,1,1900
440 Grains of Sulfonal Kills.,1,1900
Conference of Deaf-Mutes at Syracuse.,1,1900
Article 19 -- No Title,1,1900
LONG LIST OF CASUALTIES.,1,1900
"OPEN WAR ON MR. COLER; Croker-Murphy Faction Devising Plans to Defeat Him. UNIT RULE AT CONVENTION "" We Can Win Without That,"" Says Richard Croker -- Shevlin's Attack Not Inspired by McLaughlin.",1,1900
THE LONDON MARKET.,1,1900
GEN. LUDLOW'S REPORT.,1,1900
T.B. Reed to Buy Oyster Bay Land.,1,1900
Article 7 -- No Title,1,1900
Article 5 -- No Title,1,1900
Not an Answer to the Question.,1,1900
TOOK A HEADER FROM BED.; Newark Lad Dreamed that He Was Diving at Jeroloman's Pond.,1,1900
New Jersey Post Office Robbed.,1,1900
THE UNITED SERVICE.,1,1900
Two Other $500 Books.,1,1900
Article 2 -- No Title,1,1900
COURSES OF READING -- WHO HAVE FOLLOWED THEM OUT?,1,1900
BARBARITIES ON BOTH SIDES.,1,1900
Front Page 9 -- No Title,1,1900
A PIG IN CLOVER.; It Was Lost and Wlien Faund Hurt Secured a Luxurious Resting Place.,1,1900
BERLIN HONORS AMERICAN.; C.U. Clark Awarded Prize fop Edition of Marcellinus Ammianus.,1,1900
Article 6 -- No Title,1,1900
MARKET MOVEMENTS.,1,1900
Front Page 4 -- No Title,1,1900
The Average Man's Honesty.,1,1900
The Rev. Dr. D. McL. Quackenbush.,1,1900
Guards at the Wendel Home.,1,1900
MISS LOCKWOOD MAY WIN.; District to Order the Committee to Reinstate Her as Teacher.,1,1900
"""Omar's Optimism.""",1,1900
Article 20 -- No Title,1,1900
OUTSIDE SECURITIES.,1,1900
Rochester's Population.,1,1900
THE CROWD AT THE BRIDGE.,1,1900
BIG TORPEDO GUN TESTED.; Four Shots Fired with Success -- Largest Gun Ever Built in This Country.,1,1900
For Perpetual Copyright.,1,1900
"""Uncle Sam Abroad.""",1,1900
New York Anarchist Arrested in Rome.,1,1900
Topics of the Week.,1,1900
Trolley Car Up a Tree.,1,1900
FOREIGN TRADE IN JULY.,1,1900
NEGROES TO ORGANIZE.; Convention to Establish Better Race Relations.,1,1900
Von Ketteler's Body Found.,1,1900
NEGRO LABOR SCARCE.; Cotton Crop Will Suffer from Lack of Pickers.,1,1900
Boston Announcements.,1,1900
Article 4 -- No Title,1,1900
Burns and Tarn Samson.,1,1900
Unknown Man Killed by Train.,1,1900
GOOD-BYE TO THE CUBAN TEACHERS.,1,1900
"Fire in Punxsutawney, Penn.",1,1900
BAR HARBOR'S SOCIAL SEASON.,1,1900
Front Page 1 -- No Title,1,1900
Interpreted as Friendly Criticism.,1,1900
INDIA FAMINE RELIEF FUND.,1,1900
TRADE DEVELOPMENTS.,1,1900
NOTES FOR THE WHEELMEN.,1,1900
Article 13 -- No Title,1,1900
Article 18 -- No Title,1,1900
LONDON LITERARY LETTER,1,1900
A.G. VANDERBILT'S COACH RUN.; To Drive from Newport to Boston To-day in Record-Breaking Time.,1,1900
WHAT IS DOING IN SOCIETY.,1,1900
Tennis Tournament at Tarrytown.,1,1900
Will Not Reduce Freight Rates.,1,1900
"$6,000,000 Arrives from Sydney.",1,1900
"""Cheshire Cat"" Photographs.",1,1900
PHILADELPHIA PRICES.,1,1900
VICEROYS WILL HELP ALLIES.,1,1900
Liars and Thieves.,1,1900
OUTBREAK AT AMOY.; Missions Destroyed -- Japanese Marines Land -- The Rising Widespread.,1,1900
Justice Tempered With Mercy.,1,1900
DEATH IN DEATH'S PRESENCE.; Man Informed of Sister's Demise Falls and Breaks His Neck.,1,1900
ART AND ARTISTS.,1,1900
"LIBRARY LORE.; Mr. Spofford's Encyclopedic, and Indispensable Book -- Charming Features of It.*",1,1900
PRINCE TUAN CAPTURED.,1,1900
Hospital Arrangements Good.,1,1900
Criticism That Enlightens Not.,1,1900
Would Side with the Government.,1,1900
Marriage Announcement 1 -- No Title,1,1900
THE POPULIST CANDIDATE.,1,1900
Acid Causes a Girl's Death.,1,1900
ENVOYS RELIEVED JUST IN TIME.,1,1900
"CROKER WINS IN AMSTERDAM.; Hill Will Lose Montgomery County, Which He Carried Last Year.",1,1900
THE NATURAL GIFT IN ORATORY.,1,1900
A New Byron Letter.,1,1900
Obituary 2 -- No Title,1,1900
Nome Squatters Driven Out.,1,1900
Wisconsin Tobacco Damaged.,1,1900
Southern Cotton Crop Damaged by Heat,1,1900
EXTRAVAGANCIES OF BRYANISM.,1,1900
"""Hornet"" Much Like Harry Thurston Peck.",1,1900
Article 17 -- No Title,1,1900
Greenwich's New Parochial School.,1,1900
In Defense of Elbert Hubbard.,1,1900
British Steamer Indra Ashore.,1,1900
Article 21 -- No Title,1,1900
Front Page 2 -- No Title,1,1900
Prof. Virchow's Golden Wedding.,1,1900
Obituary 1 -- No Title,1,1900
SAY EMPEROR HAS CANCER.,1,1900
CLERGYMEN OPPOSE STRIKES.; They Advise the Mine Workers of Pennsylvania Against Them.,1,1900
Ton of Gold from Dawson.,1,1900
"Annual Report of the ""Big Four.""",1,1900
Ghost Dancing Chief Locked Up.,1,1900
Forming the Exchange Telegraph Co.,1,1900
Article 8 -- No Title,1,1900
POSSIBLY.,1,1900
THREE MEN OF KANSAS.,1,1900
Article 16 -- No Title,1,1900
No Strike Threatened.,1,1900
Article 22 -- No Title,1,1900
REAL ESTATE TRANSFERS.,1,1900
Forest Preserve Buys Land.,1,1900
Attachment on a Cotton Account.,1,1900
Killed by Lightning While Fishing.,1,1900
Front Page 10 -- No Title,1,1900
Front Page 6 -- No Title,1,1900
Article 15 -- No Title,1,1900
BOXERS ROUTED NEAR TIEN-TSIN.,1,1900
CONTEMPORANEOUS FICTION.,1,1900
Cargo of American Stores Lost.,1,1900
"Browning's ""Lost Leader.""",1,1900
BUZZARD'S BAY.; An Interesting Volume Dealing with Colonial Times.,1,1900
WHY NOT A CHELSEA PARK?,1,1900
ALLIES LOOTING CHINA'S CAPITAL; But the Forbidden City Had Been Respected Up to Aug. 18. PEACE OUTLOOK IS GLOOMY Rioting in Amoy May Be Beginning of Dreaded Southern Rising. Tuan Reported Captured -- Li-Ping-Heng Dead -- Russia Asked by United States to Say If She Is at War with China.,1,1900
EMPEROR IN ALLIES' HANDS?,1,1900
New Yorker's Gift to Clergymen.,1,1900
CONSUL GENERAL HO'S WARNING.,1,1900
WOMAN LOST IN ICE DESERT.; Extraordinary Adventure and Hardships of a Tourist in Alaska.,1,1900
"Spry Old ""Bobs.""(2)",1,1900
Wray's Challenge to American Oarsmen.,1,1900
Lieut. Crimmins Coming Home.,1,1900
Thieves Steal Red-Hot Gold.,1,1900
Arrested on Charge of Menacing Bryan.(2),1,1900
CONSULS TO RETURN TO POSTS.(2),1,1900
Front Page 6 -- No Title,1,1900
SENATOR DEPEW AT HOME; Arrives from Europe on American Liner New York. TALKS ON POLITICAL OUTLOOK Thinks McKinley Will Have Largest Electoral Vote Cast Within a Gen- eration -- Conditions in Europe.,1,1900
COOKING OF ALL NATIONS; American Dishes at the Exposition Revelation to Parisians. GERMAN WEINSTUBE POPULAR Many Medals for California Wines -- Beefsteaks Specially Imported from the United States.,1,1900
Gen. De Wet's Latest Ruse.,1,1900
"Jchnnie"" Reiff Objects to Cartoons.(2)",1,1900
Mashona Will Soon Be Floated.,1,1900
Marriage Announcement 2 -- No Title,1,1900
Obituary 1 -- No Title,1,1900
Article 1 -- No Title,1,1900
New York Peddler's Body Found?(2),1,1900
Western Poet a Bankrupt.,1,1900
Congressman Charles A. Boutelle Better(2),1,1900
Vardon Beat Best Ball.,1,1900
Golf at Ekwanok Country Club.,1,1900
GREAT ACTIVITY AT TAKU.,1,1900
Obituary 2 -- No Title,1,1900
GERMAN NAVAL MANOEUVRES.,1,1900
"BOSTON, 8; BROOKLYN, 0.(2)",1,1900
Front Page 7 -- No Title,1,1900
"$5,000 Gift to Yale.",1,1900
LONDON TOPICS OF THE WEEK; What Should Be the Policy of the Powers in China. RUSSIA'S SUSPICIOUS MOVE Lord Roberts Institutes Less Lenient Measures in the Transvaal. Mr. Chamberlain and the Pro-Boer Correspondence -- The Hidden Sequel to Jameson's Raid -- Roumania and Bulgaria at Swords' Points.,1,1900
NOTES SENT TO THE POWERS.(2),1,1900
DEATH LIST OF A DAY.(2),1,1900
SENATOR DEPEW AT HOME(2); Arrives from Europe on American Liner New York. TALKS ON POLITICAL OUTLOOK Thinks McKinley Will Have Largest Electoral Vote Cast Within a Gen- eration -- Conditions in Europe.,1,1900
IDLE WORKMAN A SUICIDE.(2); His Wife Pays Her Last Quarter for Telegram Announcing His Death.,1,1900
Rockaway Hunt Club's Horse Show.(2),1,1900
Yates Republican Convention.,1,1900
MAINE'S BIG MICA DEPOSITS.; Several Mines Opened and Extensive Operations Soon to Begin.,1,1900
Workman Killed by Fall.,1,1900
LENOX.,1,1900
The Maine at Hongkong.,1,1900
Rockaway Hunt Club's Horse Show.,1,1900
New President for Western College.,1,1900
"THREE POWERS AT WAR WITH CHINA(2); Russia, Germany and Japan Declare Hostilities? WANT NO AID FROM OTHERS Invite Great Britain and United States to Retire. Confirmation of the Report that Russia Has Declared War Believed to Have Been Received in Washington.",1,1900
IDLE WORKMAN A SUICIDE.; His Wife Pays Her Last Quarter for Telegram Announcing His Death.,1,1900
NOTES SENT TO THE POWERS.,1,1900
CAPTURE OF COURT REPORTED.(2); Japanese Said to Have Overtaken Emperor and Empress -- Former Asked to be Protected.,1,1900
SUGGESTS CHING AS REGENT.,1,1900
Obituary 3 -- No Title,1,1900
GERMAN NAVAL MANOEUVRES.(2),1,1900
Arrested on Charge of Menacing Bryan.,1,1900
Report of Tuan's Capture Untrue.,1,1900
"Spry Old ""Bobs.""",1,1900
Boy Attempts Suicide.,1,1900
DECLARE WAR ON CHINA.(2),1,1900
WANT PAO-TING-FOO DESTROYED.,1,1900
THE SCHARN MURDER CASE; The Police Are Baffled at End of a Week's Search. Dead Girl's Brother's Alibi Again Attacked -- Julia Lang Makes a Statement.,1,1900
Sheep with Artificial Teeth.,1,1900
Southampton's Horse Show.,1,1900
NEGRO SHOOTS MESSENGER.(2); Fired into Crowd of Boys Who Jeered Him -- Another Negro Attacked by Enraged Whites.,1,1900
Lieut. Crimmins Coming Home.(2),1,1900
Great Strength a Disadvantage.,1,1900
"IN THE REAL ESTATE FIELD; Business Slightly Increased, but Without New Features. RENTING SEASON IN FULL SWING Latest Sales by Brokers -- Suburban Lot Offerings -- List of This Week's Auction Sales.",1,1900
The Maine at Hongkong.(2),1,1900
Rockland County Democrats for Coler.(2),1,1900
Yacht Races Off Newport.,1,1900
Article 5 -- No Title,1,1900
MR. GAGE ON FREE SILVER(2); Says Bryan Would Order All Payments in White Metal. Declares Change Would Check Industry and Diminish the Government's Revenue.,1,1900
Newport Golf Club's Handicap.,1,1900
NATIONAL GUARD NOTES.(2),1,1900
Obituary 4 -- No Title,1,1900
BRYAN SPEAKS AT OMAHA.; Says He Wants a Senate that Will Be in Harmony with the President.,1,1900
Front Page 4 -- No Title,1,1900
Boy Attempts Suicide.(2),1,1900
NATIONAL GUARD NOTES.,1,1900
GREAT NAVAL BASE AT GUAM.; Commission Appointed to Do the Preliminary Survey Work.,1,1900
NARRAGANSETT PIER.,1,1900
TWO VICEROYS DEFIANT.,1,1900
NEWPORT.,1,1900
NO REPLY FROM CHAFFEE.; Detailed Report Still Awaited -- Interruption of Communication Troubles Officials.,1,1900
GREAT ACTIVITY AT TAKU.(2),1,1900
NARRAGANSETT PIER.(2),1,1900
SOME YARNS HEARD AT SEA.,1,1900
Article 4 -- No Title,1,1900
DUTCH HEIR CRAZE'S DEATHBLOW; State Department Denies Existence of Alleged Estates.,1,1900
American Exodus from England.,1,1900
SECRECY IN WASHINGTON.(2); Remey Sends a Message Which Is Withheld -- Said to Confirm Report that Russia Has Declared War.,1,1900
Front Page 2 -- No Title,1,1900
Front Page 3 -- No Title,1,1900
Kentucky Legislature Meets Tuesday.(2),1,1900
DECLARE WAR ON CHINA.,1,1900
THE NEWS OF NEWPORT.,1,1900
THE UNITED SERVICE.(2),1,1900
Report of Tuan's Capture Untrue.(2),1,1900
CONSULS TO RETURN TO POSTS.,1,1900
Front Page 1 -- No Title,1,1900
A VANDERBILT'S COACHING TRIP.(2); Heat Balks His Effort to Establish a Record from Newport to Boston.,1,1900
"CHARGED WITH SWINDLING(2); Big Firm Suspects Customer and the Police Arrest Him. ANOTHER MAN IS IMPLICATED His Picture in the Rogues' Gallery -- Selig Gang at Work Again, Detectives Assert.",1,1900
WARING WON THE HANDICAP.; An Added Starter Took the Second Stake Event at Sheepshead Bay.,1,1900
Front Page 5 -- No Title,1,1900
FRENCH ANGRY WITH RUSSIA.,1,1900
Congressman Charles A. Boutelle Better,1,1900
SUGGESTS CHING AS REGENT.(2),1,1900
NEGRO SHOOTS MESSENGER.; Fired into Crowd of Boys Who Jeered Him -- Another Negro Attacked by Enraged Whites.,1,1900
Movements of Naval Vessels.(2),1,1900
Article 2 -- No Title,1,1900
CAPTURE OF COURT REPORTED.; Japanese Said to Have Overtaken Emperor and Empress -- Former Asked to be Protected.,1,1900
"MISS HESS RESCUES TWO GIRLS(2); They Got Into Deep Water, and the Young New York Woman Saves Them.",1,1900
Man Killed in Winfield Identified.,1,1900
CHICAGO PRETTY AT LAST.(2); Myriads of Butterflies Veil the City in a White Cloud.,1,1900
EARL LI REMAINS SILENT.,1,1900
International Hospital Courtesies.(2),1,1900
Movements of Naval Vessels.,1,1900
CONFERENCE OF VICEROYS.; Suggested in Diplomatic Circles in Paris -- French Policy Similar to That of United States.,1,1900
A VANDERBILT'S COACHING TRIP.; Heat Balks His Effort to Establish a Record from Newport to Boston.,1,1900
Bresci's Punishment.,1,1900
"BOSTON, 8; BROOKLYN, 0.",1,1900
"MISS HESS RESCUES TWO GIRLS; They Got Into Deep Water, and the Young New York Woman Saves Them.",1,1900
DUTCH HEIR CRAZE'S DEATHBLOW(2); State Department Denies Existence of Alleged Estates.,1,1900
Trolley Wire Gives Fatal Shock.,1,1900
Trap Shooting at Queens.,1,1900
Anti-Imperialistic Meeting Called.(2),1,1900
BOXERS STILL IN PEKING.; THREE POWERS AT WAR WITH CHINA,1,1900
Article 3 -- No Title,1,1900
G.A.R. Trains Leave Boston.,1,1900
Orange County Republican Convention.(2),1,1900
Golf on Mountain Links.,1,1900
"Jchnnie"" Reiff Objects to Cartoons.",1,1900
Why Dewey Didn't Go to Chicago.,1,1900
Yates Republican Convention.(2),1,1900
AMERICANS LEAVE PEKING.,1,1900
SIX CHILDREN MISSING.; Disappeared from the St. Vincent de Paul Summer Home -- Were Out Walking in Care of Sisters.,1,1900
SECRECY IN WASHINGTON.; Remey Sends a Message Which Is Withheld -- Said to Confirm Report that Russia Has Declared War.,1,1900
"THREE POWERS AT WAR WITH CHINA; Russia, Germany and Japan Declare Hostilities? WANT NO AID FROM OTHERS Invite Great Britain and United States to Retire. Confirmation of the Report that Russia Has Declared War Believed to Have Been Received in Washington.",1,1900
Death from Heat in Boston.,1,1900
NEWPORT.(2),1,1900
DEATH LIST OF A DAY.,1,1900
REAL ESTATE TRANSFERS.,1,1900
Superstition in Hungary.,1,1900
Marriage Announcement 1 -- No Title,1,1900
BOXERS STILL IN PEKING.(2); THREE POWERS AT WAR WITH CHINA,1,1900
STATESMEN FEAR AMERICA.,1,1900
"THE CANTEEN IN CUBA; Its Presence Contributes to the Discipline of the Soldier. TESTIMONY OF OFFICERS Wherever It Exists There, They Say, the Men Are More Contented and Intoxication Is Less.",1,1900
New York Peddler's Body Found?,1,1900
BRYAN HEADQUARTERS IN NEW YORK NOW(2); Stone and German to Pacify Warring Factions. HILL-CROKER FIGHT A MENACE Ex-Governor of Missouri an Advocate of the Nomination of Coler for Governor.,1,1900
BALLYHOO BEY WINS THE GREAT FUTURITY; W.C. Whitney's Colt Proves His Worth at Sheepshead Bay. TWELVE RAN IN THE RACE Rivalry Between Millionaire Turfmen Made an Exciting and Close Struggle.,1,1900
MR. GAGE ON FREE SILVER; Says Bryan Would Order All Payments in White Metal. Declares Change Would Check Industry and Diminish the Government's Revenue.,1,1900
Lieut. Cordua Died Fearlessly.,1,1900
Bryan's Fears and Bryan's Silence.(2),1,1900
THE UNITED SERVICE.,1,1900
Protest Against Chinese Crews.,1,1900
A CONNECTICUT ROMANCE.; Neighbors Help Girl to Foil Mother and Marry Man of Her Choice.,1,1900
COOKING OF ALL NATIONS(2); American Dishes at the Exposition Revelation to Parisians. GERMAN WEINSTUBE POPULAR Many Medals for California Wines -- Beefsteaks Specially Imported from the United States.,1,1900
Chicago's Sheep Shipping Record.,1,1900
"CHARGED WITH SWINDLING; Big Firm Suspects Customer and the Police Arrest Him. ANOTHER MAN IS IMPLICATED His Picture in the Rogues' Gallery -- Selig Gang at Work Again, Detectives Assert.",1,1900
Cycle Races at Hillsgrove.,1,1900
EMPEROR NOT CAPTURED.; And Mountainous Nature of Country May Prevent the Empress from Falling Into Allies' Hands.,1,1900
FARMER AND WIFE MURDERED.(2); Aged Illinois Couple Found Dead Saturday -- Their Home Robbed.,1,1900
Front Page 9 -- No Title,1,1900
LEADING MAN FOUND DEAD.(2); Body of Actor Brinker Discovered in Airshaft of the Grand Hotel -- His Career.,1,1900
Front Page 4 -- No Title,1,1900
Thanksgiving Service in Peking.,1,1900
ALLIES IN PEKING MAY BE BESIEGED; No Messages Dated Later than Aug. 19 from Chinese Capital. ATTACK WAS THEN EXPECTED Large Bodies of Chinese Were Advancing on the City. Chaffee Not Heard from Directly for a Week -- Russians Refuse to Suspend Hostilities in Amur Region.,1,1900
"NEIGHBOR A WOULD-BE BURGLAR.(2); Schultz Shot Miller, but Failed to Enter a Complaint.",1,1900
Fisherman Falls Asleep and Drowns.,1,1900
"FAST SPEEDWAY BRUSHES; Hot on the Driving Course, but the Sport Was Lively. CURLEW WON FROM OSCAR T.N.B., Jack, and Anheuser in an Encounter in Which T.N.B. Finishes in the Lead.",1,1900
"BRYAN'S PORCH NEGLECTED.; Crowds Do Not Go to Lincoln to See Him, as Expected.",1,1900
"BRYAN'S PORCH NEGLECTED.(2); Crowds Do Not Go to Lincoln to See Him, as Expected.",1,1900
Article 4 -- No Title,1,1900
JUNIORS' POLO TOURNAMENT.(2); Competitions for Boys to Open at the Rockaway Club's Grounds in September.,1,1900
THREW NEGRO THROUGH WINDOW(2); Three Men Had Disliked His Praise of Jockey Turner.,1,1900
SEASON'S CRICKET RECORDS.(2); Knickerbocker A.C. Team Winners of the Metropolitan League Series.,1,1900
"A ""MARRIED-IN-FUN"" CASE.; Two Poughkeepsie Picnickers Wonder Whether They Are Man and Wife.",1,1900
WHAT MR. BRYAN WOULD DO.,1,1900
REPLIES TO AMERICAN NOTES.,1,1900
"YESTERDAY'S BASEBALL GAMES(2); Cincinnati and Pittsburg Play a Close Game, Which Was Won by the Former.",1,1900
AMONG LOCAL OARSMEN.; Entry List for Labor Day Regatta on the Harlem River Closes To-day.,1,1900
Thanksgiving Service in Peking.(2),1,1900
"PASTOR'S COMPOSITE SERMON.; Mr. Broughton Talks on Race Riots, Coney Island Vices, and Other Subjects.",1,1900
Japanese Warship Sent to Korea.,1,1900
THE ALLIES UNDER SIEGE?(2),1,1900
Front Page 3 -- No Title,1,1900
Newport's Automobile Races.,1,1900
"TWO BOYS KILLED BY STROKE OF LIGHTNING; Four Others Stunned at Schuetzen Park, Union Hill. BOLT STRIKES ELECTRIC WIRE Enters a Pavilion Where a Dozen Persons Had Sought Refuge from the Rain -- One Lad Not Identified.",1,1900
Tip for Travelers.(2),1,1900
EVANS MEN WILL FIGHT.; Chairman of Evans Committee Says There Will Be No Compromise.,1,1900
Two Boys Burn a Barn.,1,1900
To Sell Cauliflower for a Church.(2),1,1900
"WOMAN MURDERS A WOMAN.; Victim Attacked from Ambush and Beaten, Then Shot.",1,1900
Marquis Ito Issues Manifesto.,1,1900
"STEVENSON INSTEAD OF TOWNE; Populist"" Expected to Place His Name on Their Ticket To-day.",1,1900
MILLIONAIRE TURF RIVALS; Keene and Whitney Stables Strive to Lead Winning List. CONTEST IS BETWEEN THEM Best of the Colts in the Two Establishments Will Meet in Great Autumn Stakes.,1,1900
NEW LAWS AGAINST ANARCHISTS.; European Governments May Interchange Views on the Subject.,1,1900
GEN. SICKLES'S SHIRTWAISTS.(2); Has a Choice Assortment in Lace and Net Work that Embarasses Him Greatly.,1,1900
MANY MISSIONARIES SLAIN.; Thirty-seven Reported to Have Been Massacred at Tai-Yuen-Foo.,1,1900
PEACE PROPOSAL BY JAPAN.(2),1,1900
"ARMOURS NEED MANY VESSELS.; Looking for Fleet of Cattle Ships to Carry 6,000,000 Pounds of Beef ""on the Hoof"" for Russians in China.",1,1900
PEACE PROPOSAL BY JAPAN.,1,1900
ALLIES IN PEKING MAY BE BESIEGED(2); No Messages Dated Later than Aug. 19 from Chinese Capital. ATTACK WAS THEN EXPECTED Large Bodies of Chinese Were Advancing on the City. Chaffee Not Heard from Directly for a Week -- Russians Refuse to Suspend Hostilities in Amur Region.,1,1900
NEW LAWS AGAINST ANARCHISTS.(2); European Governments May Interchange Views on the Subject.,1,1900
MR. CROKER DISAPPEARS(2); The Tammany Leader Escapes from Followers and Friends. FIGHT FOR COLER GOES ON Members of Franchise Tax League Determined that He Shall Be Nominated -- Mr. German's Statement.,1,1900
Fisherman Falls Asleep and Drowns.(2),1,1900
EVANS MEN WILL FIGHT.(2); Chairman of Evans Committee Says There Will Be No Compromise.,1,1900
Champion Gymnasts Crowned.(2),1,1900
MILLIONAIRE TURF RIVALS(2); Keene and Whitney Stables Strive to Lead Winning List. CONTEST IS BETWEEN THEM Best of the Colts in the Two Establishments Will Meet in Great Autumn Stakes.,1,1900
POLICE SERGEANT'S DANGER.(2); Dragged by Rockaway Beach Train -- Excursionists Horror-Stricken.,1,1900
TOPICS OF THE TIMES.(2),1,1900
BOXER ATTACK EXPECTED.(2),1,1900
Mother and Three Sons Drowned.,1,1900
"ARMOURS NEED MANY VESSELS.(2); Looking for Fleet of Cattle Ships to Carry 6,000,000 Pounds of Beef ""on the Hoof"" for Russians in China.",1,1900
Drowned in Attempt to Save Friend.(2),1,1900
Front Page 6 -- No Title,1,1900
DOG SCATTERS FUNERAL PARTY.; Killed After He Had Bitten Many Dogs and Snapped at Men.,1,1900
Front Page 1 -- No Title,1,1900
"THE RUMORED ALLIANCE.; No Confirmation of the Report that Russia, Germany, and Japan Have Declared War on China.",1,1900
DOG CATCHING NO SINECURE.(2); Two Mount Vernon Officials Fiercely Assaulted by Irate Owners.,1,1900
"A LITTLE LESSON IN CHINESE.""(2)",1,1900
FAMINE IN TIEN-TSIN FEARED.(2),1,1900
THE WEEK'S GOLF EVENTS.; Shinnecock's Links Will Be Occupied by Expert Women -- Newport's Annual Invitation.,1,1900
The Alabama's Quick Trip.(2),1,1900
NEWPORT'S GOLF ENTRIES.(2),1,1900
COMMERCE IN THE UNIVERSITY.(2),1,1900
FATE OF IMPERIAL PALACE.(2),1,1900
"STEVENSON INSTEAD OF TOWNE(2); Populist"" Expected to Place His Name on Their Ticket To-day.",1,1900
"A LITTLE LESSON IN CHINESE.""",1,1900
Tip for Travelers.,1,1900
DOG SCATTERS FUNERAL PARTY.(2); Killed After He Had Bitten Many Dogs and Snapped at Men.,1,1900
"MR. PLATT FLOUTS GOLER(2); Says He Insulted Croker and Will Not Be Nominated. Gov. Roosevelt, the Senator Intimates, Will Place Odell in Nomination at the Convention.",1,1900
REPLIES TO AMERICAN NOTES.(2),1,1900
POLICE SERGEANT'S DANGER.; Dragged by Rockaway Beach Train -- Excursionists Horror-Stricken.,1,1900
WON'T TELL WHO SHOT HIM.(2); Paterson Lightweight Boxer May Die from Accidental Discharge of a Revolver.,1,1900
MR. CROKER DISAPPEARS; The Tammany Leader Escapes from Followers and Friends. FIGHT FOR COLER GOES ON Members of Franchise Tax League Determined that He Shall Be Nominated -- Mr. German's Statement.,1,1900
More Japanese Landed at Amoy.,1,1900
"A ""MARRIED-IN-FUN"" CASE.(2); Two Poughkeepsie Picnickers Wonder Whether They Are Man and Wife.",1,1900
LEADING MAN FOUND DEAD.; Body of Actor Brinker Discovered in Airshaft of the Grand Hotel -- His Career.,1,1900
WHAT MR. BRYAN WOULD DO.(2),1,1900
Man and Wife Killed by Lightning.,1,1900
Marquis Ito Issues Manifesto.(2),1,1900
"TWO BOYS KILLED BY STROKE OF LIGHTNING(2); Four Others Stunned at Schuetzen Park, Union Hill. BOLT STRIKES ELECTRIC WIRE Enters a Pavilion Where a Dozen Persons Had Sought Refuge from the Rain -- One Lad Not Identified.",1,1900
"WOMAN'S SUICIDE AT SEA.; Jumps Into the Ocean While on the Way to Portland, Me.",1,1900
EMPEROR NOT CAPTURED.(2); And Mountainous Nature of Country May Prevent the Empress from Falling Into Allies' Hands.,1,1900
"RUSSIAN PRINCE LAYS BLAME ON GERMANY; Holds It Responsible for Much of the Trouble in China. ITS OBJECT, TO WEAKEN RUSSIA The Emperor, He Says, Has Much to Gain and Nothing to Lose in the Far East -- He Doubts the Declaration of War.",1,1900
THREW NEGRO THROUGH WINDOW; Three Men Had Disliked His Praise of Jockey Turner.,1,1900
THE ALLIES UNDER SIEGE?,1,1900
Article 1 -- No Title,1,1900
Front Page 8 -- No Title,1,1900
To Sell Cauliflower for a Church.,1,1900
Cycle Races at Hillsgrove.(2),1,1900
CYCLISTS RIDE IN THE RAIN.(2); Participants in the Century Run of the Jefferson Wheelmen Made Uncomfortable by Yesterday's Storm.,1,1900
CYCLISTS RIDE IN THE RAIN.; Participants in the Century Run of the Jefferson Wheelmen Made Uncomfortable by Yesterday's Storm.,1,1900
Drowned in Attempt to Save Friend.,1,1900
"BLAMES THE MISSIONARIES.; Dr. Lowry, President of Methodist University of Peking, Says Outbreak Is Partly Due to Them.",1,1900
